"id","date","state_name","state_code","airport","freight"
309,"2021-04-01","Manipur","14","Imphal",0.0
310,"2021-04-01","Andaman and Nicobar Islands","35","Portblair",0.0
311,"2021-04-01","Tamil Nadu","33","Trichy",0.0
312,"2021-04-01","Andhra Pradesh","28","Tirupati",337.0
313,"2021-04-01","Uttar Pradesh","9","Kushinagar",0.0
314,"2021-04-01","Gujarat","24","Ahmedabad",3950.0
315,"2021-04-01","Uttar Pradesh","9","Lucknow",193.0
316,"2021-04-01","Karnataka","29","Manglore",0.0
317,"2021-04-01","Assam","18","Guwahati",14.0
318,"2021-04-01","Rajasthan","8","Jaipur",1267.0
319,"2021-04-01","Kerala","32","Trivandrum",86.0
320,"2021-04-01","Delhi","7","Delhi",50752.0
321,"2021-04-01","Maharashtra","27","Mumbai",49757.0
322,"2021-04-01","Karnataka","29","Bangalore",21743.0
323,"2021-04-01","Telangana","36","Hyderabad",5604.0
324,"2021-04-01","Kerala","32","Cochin",3610.0
325,"2021-04-01","Maharashtra","27","Nagpur",0.0
326,"2021-04-01","Kerala","32","Kannur",0.0
327,"2021-04-01","Bihar","10","Patna",0.0
328,"2021-04-01","Maharashtra","27","Pune",0.0
329,"2021-04-01","West Bengal","19","Bagdora",0.0
330,"2021-04-01","Chandigarh","4","Chandigarh",0.0
331,"2021-04-01","Andhra Pradesh","28","Visakhapatnam",7.0
332,"2021-04-01","Madhya Pradesh","23","Indore",2.0
333,"2021-04-01","Tamil Nadu","33","Madurai",0.0
334,"2021-04-01","Gujarat","24","Surat",50.0
335,"2021-04-01","Maharashtra","27","Aurangabad",0.0
336,"2021-04-01","Bihar","10","Gaya",0.0
337,"2021-05-01","West Bengal","19","Kolkata",2773.0
338,"2021-05-01","Tamil Nadu","33","Chennai",22160.0
339,"2021-05-01","Goa","30","Goa",1.0
340,"2021-05-01","Jammu and Kashmir","1","Srinagar",0.0
341,"2021-05-01","Odisha","21","Bhubaneswar",31.0
342,"2021-05-01","Uttar Pradesh","9","Varanasi",0.0
343,"2021-05-01","Kerala","32","Calicut",559.0
344,"2021-05-01","Punjab","3","Amritsar",40.0
345,"2021-05-01","Tamil Nadu","33","Coimbatore",57.0
346,"2021-05-01","Andhra Pradesh","28","Vijayawada",0.0
347,"2021-05-01","Manipur","14","Imphal",0.0
348,"2021-05-01","Andaman and Nicobar Islands","35","Portblair",0.0
349,"2021-05-01","Tamil Nadu","33","Trichy",0.0
350,"2021-05-01","Andhra Pradesh","28","Tirupati",249.0
351,"2021-05-01","Uttar Pradesh","9","Kushinagar",0.0
352,"2021-05-01","Gujarat","24","Ahmedabad",3996.0
353,"2021-05-01","Uttar Pradesh","9","Lucknow",145.0
354,"2021-05-01","Karnataka","29","Manglore",0.0
355,"2021-05-01","Assam","18","Guwahati",18.0
356,"2021-05-01","Rajasthan","8","Jaipur",1300.0
357,"2021-05-01","Kerala","32","Trivandrum",38.0
358,"2021-05-01","Delhi","7","Delhi",53998.0
359,"2021-05-01","Maharashtra","27","Mumbai",48664.0
360,"2021-05-01","Karnataka","29","Bangalore",20926.0
361,"2021-05-01","Telangana","36","Hyderabad",6192.0
362,"2021-05-01","Kerala","32","Cochin",3058.0
363,"2021-05-01","Maharashtra","27","Nagpur",0.0
364,"2021-05-01","Kerala","32","Kannur",0.0
365,"2021-05-01","Bihar","10","Patna",0.0
366,"2021-05-01","Maharashtra","27","Pune",0.0
367,"2021-05-01","West Bengal","19","Bagdora",0.0
368,"2021-05-01","Chandigarh","4","Chandigarh",0.0
369,"2021-05-01","Andhra Pradesh","28","Visakhapatnam",3.0
370,"2021-05-01","Madhya Pradesh","23","Indore",7.0
371,"2021-05-01","Tamil Nadu","33","Madurai",0.0
372,"2021-05-01","Gujarat","24","Surat",27.0
373,"2021-05-01","Maharashtra","27","Aurangabad",0.0
374,"2021-05-01","Bihar","10","Gaya",0.0
375,"2021-06-01","West Bengal","19","Kolkata",3281.0
376,"2021-06-01","Tamil Nadu","33","Chennai",21786.0
377,"2021-06-01","Goa","30","Goa",1.0
378,"2021-06-01","Jammu and Kashmir","1","Srinagar",0.0
379,"2021-06-01","Odisha","21","Bhubaneswar",0.0
380,"2021-06-01","Uttar Pradesh","9","Varanasi",0.0
381,"2021-06-01","Kerala","32","Calicut",477.0
382,"2021-06-01","Punjab","3","Amritsar",39.0
383,"2021-06-01","Tamil Nadu","33","Coimbatore",39.0
384,"2021-06-01","Andhra Pradesh","28","Vijayawada",0.0
385,"2021-06-01","Manipur","14","Imphal",0.0
386,"2021-06-01","Andaman and Nicobar Islands","35","Portblair",0.0
387,"2021-06-01","Tamil Nadu","33","Trichy",350.0
388,"2021-06-01","Andhra Pradesh","28","Tirupati",0.0
389,"2021-06-01","Uttar Pradesh","9","Kushinagar",0.0
390,"2021-06-01","Gujarat","24","Ahmedabad",4031.0
391,"2021-06-01","Uttar Pradesh","9","Lucknow",89.0
392,"2021-06-01","Karnataka","29","Manglore",32.0
393,"2021-06-01","Assam","18","Guwahati",5.0
394,"2021-06-01","Rajasthan","8","Jaipur",17.0
395,"2021-06-01","Kerala","32","Trivandrum",1227.0
396,"2021-06-01","Delhi","7","Delhi",49720.0
397,"2021-06-01","Maharashtra","27","Mumbai",46465.0
398,"2021-06-01","Karnataka","29","Bangalore",20666.0
399,"2021-06-01","Telangana","36","Hyderabad",6196.0
400,"2021-06-01","Kerala","32","Cochin",2903.0
401,"2021-06-01","Maharashtra","27","Nagpur",0.0
402,"2021-06-01","Kerala","32","Kannur",0.0
403,"2021-06-01","Bihar","10","Patna",0.0
404,"2021-06-01","Maharashtra","27","Pune",0.0
405,"2021-06-01","West Bengal","19","Bagdora",0.0
406,"2021-06-01","Chandigarh","4","Chandigarh",0.0
407,"2021-06-01","Andhra Pradesh","28","Visakhapatnam",0.0
408,"2021-06-01","Madhya Pradesh","23","Indore",8.0
409,"2021-06-01","Tamil Nadu","33","Madurai",0.0
410,"2021-06-01","Gujarat","24","Surat",0.0
411,"2021-06-01","Maharashtra","27","Aurangabad",0.0
412,"2021-06-01","Bihar","10","Gaya",0.0
413,"2021-07-01","West Bengal","19","Kolkata",3516.0
414,"2021-07-01","Tamil Nadu","33","Chennai",24312.0
415,"2021-07-01","Goa","30","Goa",2.0
416,"2021-07-01","Jammu and Kashmir","1","Srinagar",0.0
417,"2021-07-01","Odisha","21","Bhubaneswar",0.0
418,"2021-07-01","Uttar Pradesh","9","Varanasi",0.0
419,"2021-07-01","Kerala","32","Calicut",606.0
420,"2021-07-01","Punjab","3","Amritsar",47.0
421,"2021-07-01","Tamil Nadu","33","Coimbatore",76.0
422,"2021-07-01","Andhra Pradesh","28","Vijayawada",0.0
423,"2021-07-01","Manipur","14","Imphal",0.0
424,"2021-07-01","Andaman and Nicobar Islands","35","Portblair",0.0
425,"2021-07-01","Tamil Nadu","33","Trichy",351.0
426,"2021-07-01","Andhra Pradesh","28","Tirupati",0.0
427,"2021-07-01","Uttar Pradesh","9","Kushinagar",0.0
428,"2021-07-01","Gujarat","24","Ahmedabad",3837.0
429,"2021-07-01","Uttar Pradesh","9","Lucknow",73.0
430,"2021-07-01","Karnataka","29","Manglore",65.0
431,"2021-07-01","Assam","18","Guwahati",28.0
432,"2021-07-01","Rajasthan","8","Jaipur",18.0
433,"2021-07-01","Kerala","32","Trivandrum",1372.0
434,"2021-07-01","Delhi","7","Delhi",48970.0
435,"2021-07-01","Maharashtra","27","Mumbai",45560.0
436,"2021-07-01","Karnataka","29","Bangalore",22758.0
437,"2021-07-01","Telangana","36","Hyderabad",6429.0
438,"2021-07-01","Kerala","32","Cochin",3821.0
439,"2021-07-01","Maharashtra","27","Nagpur",56.0
440,"2021-07-01","Kerala","32","Kannur",0.0
441,"2021-07-01","Bihar","10","Patna",0.0
442,"2021-07-01","Maharashtra","27","Pune",0.0
443,"2021-07-01","West Bengal","19","Bagdora",0.0
444,"2021-07-01","Chandigarh","4","Chandigarh",0.0
445,"2021-07-01","Andhra Pradesh","28","Visakhapatnam",0.0
446,"2021-07-01","Madhya Pradesh","23","Indore",0.0
447,"2021-07-01","Tamil Nadu","33","Madurai",7.0
448,"2021-07-01","Gujarat","24","Surat",0.0
449,"2021-07-01","Maharashtra","27","Aurangabad",0.0
450,"2021-07-01","Bihar","10","Gaya",0.0
451,"2021-08-01","West Bengal","19","Kolkata",3096.0
452,"2021-08-01","Tamil Nadu","33","Chennai",24083.0
453,"2021-08-01","Goa","30","Goa",15.0
454,"2021-08-01","Jammu and Kashmir","1","Srinagar",0.0
455,"2021-08-01","Odisha","21","Bhubaneswar",0.0
456,"2021-08-01","Uttar Pradesh","9","Varanasi",0.0
457,"2021-08-01","Kerala","32","Calicut",881.0
458,"2021-08-01","Punjab","3","Amritsar",84.0
459,"2021-08-01","Tamil Nadu","33","Coimbatore",54.0
460,"2021-08-01","Andhra Pradesh","28","Vijayawada",0.0
461,"2021-08-01","Manipur","14","Imphal",0.0
462,"2021-08-01","Andaman and Nicobar Islands","35","Portblair",0.0
463,"2021-08-01","Tamil Nadu","33","Trichy",404.0
464,"2021-08-01","Andhra Pradesh","28","Tirupati",0.0
465,"2021-08-01","Uttar Pradesh","9","Kushinagar",0.0
466,"2021-08-01","Gujarat","24","Ahmedabad",3754.0
467,"2021-08-01","Uttar Pradesh","9","Lucknow",162.0
468,"2021-08-01","Karnataka","29","Manglore",83.0
469,"2021-08-01","Assam","18","Guwahati",11.0
470,"2021-08-01","Rajasthan","8","Jaipur",17.0
471,"2021-08-01","Kerala","32","Trivandrum",1555.0
472,"2021-08-01","Delhi","7","Delhi",48488.0
473,"2021-08-01","Maharashtra","27","Mumbai",44782.0
474,"2021-08-01","Karnataka","29","Bangalore",24316.0
475,"2021-08-01","Telangana","36","Hyderabad",6004.0
476,"2021-08-01","Kerala","32","Cochin",3783.0
